scenario,sweep_param,sweep_value,depth_rel,A,aPAR,Rd,Ps,Kn
Uniform,LAI,0.5,0.85,8.08920564854843,736.732349443815,0.524773211882439,0.752429097170092,1.9288904972546
Uniform,LAI,0.5,0.864285714285714,8.02128143832996,733.689692888405,0.519997152060051,0.748737073350417,1.93195884315567
Uniform,LAI,0.5,0.878571428571429,7.9539800307015,730.671876354042,0.515264560057496,0.745063165576408,1.93504494549044
Uniform,LAI,0.5,0.892857142857143,7.88729550791939,727.678804147487,0.510575040265961,0.741407284956139,1.93814828128811
Uniform,LAI,0.5,0.907142857142857,7.82122201100589,724.710381512769,0.50592820067714,0.737769343033859,1.94126837528676
Uniform,LAI,0.5,0.921428571428571,7.75575479068664,721.766514627795,0.501323652850473,0.734149251787851,1.94440541045758
Uniform,LAI,0.5,0.935714285714286,7.69088791294118,718.847110600992,0.496761011880666,0.730546923628305,1.94755881708417
Uniform,LAI,0.5,0.95,7.62661613212195,715.952077468,0.492239896365526,0.726962271395197,1.95072842720742
Uniform,LAI,0.5,0.964285714285714,7.56293370924011,713.081324188389,0.487759928374068,0.723395208356181,1.95391376622527
Uniform,LAI,0.5,0.978571428571429,7.49983543037002,710.234760642427,0.483320733414934,0.719845648204487,1.95711463512221
Uniform,LAI,0.5,0.992857142857143,7.43831353392551,707.41229762788,0.478921940405074,0.716313505056839,1.96028952633466
Uniform,LAI,1.5,0.00714285714285714,13.4242237293261,908.695713162628,0.900000000000002,1.00087532270645,1.68246778460282
Uniform,LAI,1.5,0.0214285714285714,13.260922753007,893.785313919672,0.891808930519285,0.986214193972939,1.66629787780378
Uniform,LAI,1.5,0.0357142857142857,13.0989688292966,879.14179194387,0.883692409504387,0.971767825950243,1.65008871620802
Uniform,LAI,1.5,0.05,12.9383717020884,864.760548879042,0.875649758475679,0.957533072757593,1.633850063971
Uniform,LAI,1.5,0.0642857142857143,12.7791411362675,850.637074636002,0.867680305128516,0.943506834596048,1.61759161265984
Uniform,LAI,1.5,0.0785714285714286,12.6212869169204,836.766945801522,0.859783383277006,0.929686057073475,1.60132296045886
Uniform,LAI,1.5,0.0928571428571429,12.4648188253274,823.14582407966,0.851958332798352,0.91606773053941,1.58505359272751
Uniform,LAI,1.5,0.107142857142857,12.3097466124193,809.769454764854,0.844204499577657,0.902648889429674,1.56879286364135
Uniform,LAI,1.5,0.121428571428571,12.156079247886,796.633665246191,0.836521235453238,0.889426611620583,1.55254977254727
Uniform,LAI,1.5,0.135714285714286,12.0038228910391,783.734363542253,0.82890789816247,0.876398017792614,1.53633191717249
Uniform,LAI,1.5,0.15,11.8529892077403,771.067536866016,0.821363851288065,0.863560270803402,1.52014892662285
Uniform,LAI,1.5,0.164285714285714,11.7035881589594,758.629250219199,0.813888464204897,0.850910575069914,1.50400969985305
Uniform,LAI,1.5,0.178571428571429,11.5556271112601,746.415645015559,0.80648111202728,0.838446175959672,1.48792186889073
Uniform,LAI,1.5,0.192857142857143,11.4091151603099,734.422937732583,0.799141175556722,0.826164359190901,1.47189353525668
Uniform,LAI,1.5,0.207142857142857,11.2640638961325,722.647418591064,0.791868041230179,0.81406245024146,1.45593370847443
Uniform,LAI,1.5,0.221428571428571,11.120482283218,711.085450262055,0.784661101068763,0.802137813766426,1.44005015352154
Uniform,LAI,1.5,0.235714285714286,10.9783788227133,699.733466600689,0.777519752626905,0.790387853024217,1.42425027564456
Uniform,LAI,1.5,0.25,10.8377639834326,688.587971406413,0.77044339894202,0.77881000931112,1.40854211213497
Uniform,LAI,1.5,0.264285714285714,10.6986469123627,677.645537209116,0.763431448484581,0.767401761404097,1.39293307586977
Uniform,LAI,1.5,0.278571428571429,10.5610320401956,666.902804080727,0.756483315108691,0.756160625011759,1.37742836761955
Uniform,LAI,1.5,0.292857142857143,10.4249258442645,656.356478471798,0.749598418003069,0.74508415223338,1.36203369762295
