profile,value,Actot,aPAR,Rd
Uniform,5,11.4348499103691,1115.68459732119,2.00336548111411
Uniform,5.8974358974359,12.7371014401846,1115.68459732119,2.00336548111411
Uniform,6.79487179487179,14.2145405512462,1115.68459732119,2.00336548111411
Uniform,7.69230769230769,15.5389132060501,1115.68459732119,2.00336548111411
Uniform,8.58974358974359,16.606685273892,1115.68459732119,2.00336548111411
Uniform,9.48717948717949,17.4520452580977,1115.68459732119,2.00336548111411
Uniform,10.3846153846154,18.1459267872605,1115.68459732119,2.00336548111411
Uniform,11.2820512820513,18.6772244671398,1115.68459732119,2.00336548111411
Uniform,12.1794871794872,19.1131397359382,1115.68459732119,2.00336548111411
Uniform,13.0769230769231,19.4754824043493,1115.68459732119,2.00336548111411
Uniform,13.974358974359,19.7805415488818,1115.68459732119,2.00336548111411
Uniform,14.8717948717949,20.0407198855048,1115.68459732119,2.00336548111411
Uniform,15.7692307692308,20.265104095369,1115.68459732119,2.00336548111411
Uniform,16.6666666666667,20.4605460593575,1115.68459732119,2.00336548111411
Uniform,17.5641025641026,20.6322734643256,1115.68459732119,2.00336548111411
Uniform,18.4615384615385,20.7843273800258,1115.68459732119,2.00336548111411
Uniform,19.3589743589744,20.9198729807237,1115.68459732119,2.00336548111411
Uniform,20.2564102564103,21.0414211977542,1115.68459732119,2.00336548111411
Uniform,21.1538461538462,21.1509873440715,1115.68459732119,2.00336548111411
Uniform,22.0512820512821,21.2502075206499,1115.68459732119,2.00336548111411
Uniform,22.9487179487179,21.3404233470595,1115.68459732119,2.00336548111411
Uniform,23.8461538461538,21.4227354618707,1115.68459732119,2.00336548111411
Uniform,24.7435897435897,21.4979277901588,1115.68459732119,2.00336548111411
Uniform,25.6410256410256,21.5669335745375,1115.68459732119,2.00336548111411
Uniform,26.5384615384615,21.6300966415945,1115.68459732119,2.00336548111411
Uniform,27.4358974358974,21.687224397831,1115.68459732119,2.00336548111411
Uniform,28.3333333333333,21.7379604534544,1115.68459732119,2.00336548111411
Uniform,29.2307692307692,21.7818404641459,1115.68459732119,2.00336548111411
Uniform,30.1282051282051,21.8190597674067,1115.68459732119,2.00336548111411
Uniform,31.025641025641,21.8512256274272,1115.68459732119,2.00336548111411
Uniform,31.9230769230769,21.8859147335927,1115.68459732119,2.00336548111411
Uniform,32.8205128205128,21.9120621030152,1115.68459732119,2.00336548111411
Uniform,33.7179487179487,21.9353360944553,1115.68459732119,2.00336548111411
Uniform,34.6153846153846,21.9559287323968,1115.68459732119,2.00336548111411
Uniform,35.5128205128205,21.9740551624169,1115.68459732119,2.00336548111411
Uniform,36.4102564102564,21.9898895365541,1115.68459732119,2.00336548111411
Uniform,37.3076923076923,22.0036113451894,1115.68459732119,2.00336548111411
Uniform,38.2051282051282,22.0153641173664,1115.68459732119,2.00336548111411
Uniform,39.1025641025641,22.0252853011091,1115.68459732119,2.00336548111411
Uniform,40,22.0335248892687,1115.68459732119,2.0033654811141
Top-heavy,5,11.4348499103691,1115.68459732119,2.00336548111411
Top-heavy,5.8974358974359,12.7371014401846,1115.68459732119,2.00336548111411
Top-heavy,6.79487179487179,14.2145405512462,1115.68459732119,2.00336548111411
Top-heavy,7.69230769230769,15.5389132060501,1115.68459732119,2.00336548111411
Top-heavy,8.58974358974359,16.606685273892,1115.68459732119,2.00336548111411
Top-heavy,9.48717948717949,17.4520452580977,1115.68459732119,2.00336548111411
Top-heavy,10.3846153846154,18.1459267872605,1115.68459732119,2.00336548111411
Top-heavy,11.2820512820513,18.6772244671398,1115.68459732119,2.00336548111411
Top-heavy,12.1794871794872,19.1131397359382,1115.68459732119,2.00336548111411
Top-heavy,13.0769230769231,19.4754824043493,1115.68459732119,2.00336548111411
Top-heavy,13.974358974359,19.7805415488818,1115.68459732119,2.00336548111411
Top-heavy,14.8717948717949,20.0407198855048,1115.68459732119,2.00336548111411
Top-heavy,15.7692307692308,20.265104095369,1115.68459732119,2.00336548111411
Top-heavy,16.6666666666667,20.4605460593575,1115.68459732119,2.00336548111411
Top-heavy,17.5641025641026,20.6322734643256,1115.68459732119,2.00336548111411
Top-heavy,18.4615384615385,20.7843273800258,1115.68459732119,2.00336548111411
Top-heavy,19.3589743589744,20.9198729807237,1115.68459732119,2.00336548111411
Top-heavy,20.2564102564103,21.0414211977542,1115.68459732119,2.00336548111411
Top-heavy,21.1538461538462,21.1509873440715,1115.68459732119,2.00336548111411
Top-heavy,22.0512820512821,21.2502075206499,1115.68459732119,2.00336548111411
Top-heavy,22.9487179487179,21.3404233470595,1115.68459732119,2.00336548111411
Top-heavy,23.8461538461538,21.4227354618707,1115.68459732119,2.00336548111411
Top-heavy,24.7435897435897,21.4979277901588,1115.68459732119,2.00336548111411
Top-heavy,25.6410256410256,21.5669335745375,1115.68459732119,2.00336548111411
Top-heavy,26.5384615384615,21.6300966415945,1115.68459732119,2.00336548111411
Top-heavy,27.4358974358974,21.687224397831,1115.68459732119,2.00336548111411
Top-heavy,28.3333333333333,21.7379604534544,1115.68459732119,2.00336548111411
Top-heavy,29.2307692307692,21.7818404641459,1115.68459732119,2.00336548111411
Top-heavy,30.1282051282051,21.8190597674067,1115.68459732119,2.00336548111411
Top-heavy,31.025641025641,21.8512256274272,1115.68459732119,2.00336548111411
Top-heavy,31.9230769230769,21.8859147335927,1115.68459732119,2.00336548111411
Top-heavy,32.8205128205128,21.9120621030152,1115.68459732119,2.00336548111411
Top-heavy,33.7179487179487,21.9353360944553,1115.68459732119,2.00336548111411
Top-heavy,34.6153846153846,21.9559287323968,1115.68459732119,2.00336548111411
Top-heavy,35.5128205128205,21.9740551624169,1115.68459732119,2.00336548111411
Top-heavy,36.4102564102564,21.9898895365541,1115.68459732119,2.00336548111411
Top-heavy,37.3076923076923,22.0036113451894,1115.68459732119,2.00336548111411
